job_id,title,department,location,date_posted,time_scraped,url,company_intro,role_description,listings
a0I1200000JXYGXEA5,Data Scientist- Consumer Insights,Data & Analytics,"Menlo Park, CA",,2017-02-09 17:37:48.353832,https://www.facebook.com/careers/jobs/a0I1200000JXYGXEA5/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking a data scientist for our industry-facing Consumer Insights practice (Facebook IQ, http://insights.fb.com/) in North America. In this role you are responsible for delivering analytics, maintaining dashboards and pipelines that uncover unique, people-centric insights that are actionable for advertisers and marketers. You will enjoy working with top-notch people, one of the richest data sets in the world, cutting edge technology, and the ability to see your insights presented on the world stage on a regular basis. We do work on audiences (e.g. youth, multi-cultural, etc.), media (e.g., rise of messaging), verticals (e.g. education, healthcare, etc.), markets (e.g. profiling high growth markets) and more. You will work closely with Consumer Insights Analysts/Researchers to leverage our internal data, the Marketing/Activation team to tell the stories of our insights, cross-functionally with the rest of Facebook’s Marketing Science team, and other analytics and insights functions across Facebook (e.g. IT, product, communications, public content and core data science). The ideal candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making for marketers/advertisers. You will be curious by nature and get a kick out of finding out fascinating insights about people that transform the advertising industry. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive thought leadership research. This position is based full time in our Menlo Park, CA office.","[{""elements"": [""Apply your expertise in quantitative analysis, data mining, and the presentation of data to uncover unique actionable insights about markets, audiences, industries and media."", ""Partner with Product and Engineering teams to identify opportunities to build solutions for Consumer Insights."", ""Inform, influence, support, and execute analysis that feeds into our Consumer Insights research projects."", ""Identify methods to leverage Facebook's large internal data sets to validate hypotheses and enhance 3rd party research work with proprietary data."", ""Partner with Consumer Insights Analysts/Researchers and Consumer Insights Marketing/Activation team to turn analysis into insight-driven stories."", ""Select and deselect analytics priorities, insights and data based on ability to drive our desired outcomes."", ""Inform, and align to, our larger Consumer Insights strategy and editorial calendar.""], ""type"": ""Responsibilities""}, {""elements"": [""4+ years experience doing quantitative analysis."", ""BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field."", ""4+ years experience in SQL or other programming languages."", ""4+ years of Project Management experience."", ""Experience communicating results and analyses to influence the overall strategy of Consumer Insights"", ""4+ years of experience in statistical analysis (e.g., hypothesis testing, regressions)."", ""Experience manipulating data sets through statistical software (ex. R, SPSS) or other methods.""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Masters or PhD in Computer Science, Math, Physics, Engineering, Statistics or other technical field"", ""Experience working on quantitative research projects in the area of consumer insights."", ""Experience with distributed computing (Hive/Hadoop)."", ""Experience working with or in support of diverse communities.""], ""type"": ""Preferred Qualifications""}]"
a0I1200000JXeDoEAL,"Applied Research Scientist and Software Engineers, Speech and Machine Learning",Software Engineering,"Menlo Park, CA",,2017-02-09 17:37:52.755184,https://www.facebook.com/careers/jobs/a0I1200000JXeDoEAL/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking Research Scientists and Software Engineers to join our Speech Team in Menlo Park. We are looking for experienced applied researchers in machine learning and AI with strong software engineering skills. The Speech Team is part of the Applied Machine Learning's organization. The team carries out applied research on audio and speech processing. The team has launched video captioning for Facebook's video products including Ads and Instagram and continues to evolve and optimize its ML / AI algorithms for speech recognition and video understanding offerings for the rest of Facebook.

The ideal candidate will have research experience in developing speech recognition systems in different languages. Individuals in this role should be experts in neural networks and machine learning and have experience working on large quantities of data. Experience in neural network based acoustic and language modeling with closed or open source toolkits such as Kaldi, Torch, Tensorflow or CNTK is a plus. The candidate will help Facebook conduct research that support naturally spoken input in more than 70 languages.","[{""elements"": [""Develop highly scalable algorithms based on state-of-the-art machine learning and neural network methodologies"", ""Combine broad and deep knowledge of relevant research domains with the ability to synthesize a wide range of requirements to make significant contributions to the feature roadmap for the applied machine learning platform"", ""Apply expert coding skills to platform development projects in partnership with other engineers"", ""Adapt machine learning and neural network algorithms for training competitive, state-of-the-art models while make the best use of modern parallel environments (e.g. distributed clusters, GPU)""], ""type"": ""Responsibilities""}, {""elements"": [""MS degree in Computer Science or related quantitative field with 5+ years of relevant experience, or Ph.D degree in Computer Science or related quantitative field"", ""Knowledge of neural network based modeling"", ""Experience building systems based on machine learning and/or deep learning methods"", ""Knowledge developing and debugging skills in e.g. C/C++, Java, Python, or Lua"", ""Experience with filesystems, server architectures, and distributed systems""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JXoAtEAL,"Postdoctoral Research Scientist, Machine Learning & Signal Processing (Oculus)",Software Engineering,"Redmond, WA",,2017-02-09 17:37:54.536613,https://www.facebook.com/careers/jobs/a0I1200000JXoAtEAL/?q=data+scientist,Careers at OculusPart of Facebook,"Oculus is a world leader in the design of virtual reality systems. We are currently seeking innovative researchers with a passion for applied and fundamental research in fields related to virtual reality at our research location in Redmond, WA. We are seeking a Postdoctoral Research Scientist for a joint project between Oculus and FAIR research labs. Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational statistics, and applied mathematics, particularly including areas such as deep learning, graphical models, reinforcement learning, computer perception, natural language processing and data representation. The ideal candidate will have a keen interest in producing new science to understand intelligence and technology to make computers more intelligent. The position is a fixed-term (postdoctoral) contract for 24 months.","[{""elements"": [""Perform research to advance the science and technology of intelligent machines"", ""Perform research that enables learning the semantics of data (audio, images, video, text, and other modalities)"", ""Devise better data-driven models of human behavior"", ""Contribute research that can be applied to Oculus product development"", ""Mentor MS/PhD interns and collaborate with external academic groups to advance our research goals"", ""Publish research results in top-tier journals and at leading international conferences""], ""type"": ""Responsibilities""}, {""elements"": [""PhD and/or postdoctoral assignment in the field of Audio Engineering and Signal Processing, Acoustics, Electrical Engineering, Computer Science, or a related field"", ""Graduating with a PhD, or completing a university postdoctoral assignment, by spring 2017"", ""4+ years experience in solving analytical problems using quantitative approaches"", ""4+ years experience manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources"", ""Ability to communicate complex research in a clear, precise, and actionable manner"", ""3+ years experience in C++, Java or other related language such as Torch and TensorFlow"", ""Interpersonal skills: cross-group and cross-culture collaboration"", ""Able to obtain work authorization in the US for a two-year period beginning in 2017""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Proven track record of achieving results as demonstrated in publications in machine learning, AI, statistics, applied mathematics, data science, or related technical fields"", ""Demonstrated software engineer experience via an internship, work experience, coding competitions, or widely used contributions in open source repositories (e.g. Github)"", ""Background in time-frequency domain signal processing (for e.g. speech processing)""], ""type"": ""Preferred Qualifications""}]"
a0I1200000JXvDtEAL,"Postdoctoral Research Scientist, Learning for Facial Interaction (Oculus)",Software Engineering,"Pittsburgh, PA",,2017-02-09 17:37:57.842591,https://www.facebook.com/careers/jobs/a0I1200000JXvDtEAL/?q=data+scientist,Careers at OculusPart of Facebook,"Oculus is a world leader in the design of virtual reality systems. We are currently seeking innovative researchers with a passion for technology to develop next generation models and representation for facial expression, communication and interaction at our research location in Pittsburgh, PA. This role is focused on developing scalable representations of dynamic facial performance using high quality data with application to real-time compelling virtual interaction. The position is a fixed term, postdoctoral position for 24 months and requires a PhD in computer vision, machine learning, graphics, computer science, or similar, and a strong background in solving hard problems with real data.","[{""elements"": [""Develop next-generation facial performance capture and rendering technology"", ""Explore the underlying representation of facial expression, and how to retarget animation for real-time interaction"", ""Collaborate with the larger Oculus Research team to develop experiments and concepts that advance the entire project"", ""Transfer research technologies to the product team"", ""Mentor MS/PhD interns and collaborate with external academic groups to advance our research goals"", ""Publish research results in top-tier journals and at leading international conferences""], ""type"": ""Responsibilities""}, {""elements"": [""PhD and/or postdoctoral assignment in the field of Computer Vision, Machine Learning, Graphics, Computer Science, or a related field"", ""3+ years experience with working on face tracking, modeling, animation or rendering"", ""3+ years experience in machine learning, including current deep learning frameworks"", ""3+ years experience in mathematical optimization, including software libraries and implementation from first principles"", ""3+ years experience in algorithm development, and measurement prototyping"", ""Demonstrated ability to construct vision, graphics, or machine learning proof-of-concept systems and performance evaluations"", ""5+ years experience with scientific programming languages such as C, C++, Matlab, Python, or similar"", ""Interpersonal skills: cross-group and cross-culture collaboration"", ""Able to obtain work authorization in the US for a two-year period beginning in 2017""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Experience with virtual reality research"", ""5+ years experience in C/C++ programming"", ""Proven track record of achieving academic results, including papers at conferences such as SIGGRAPH, ICCV, CVPR, KDD, etc. or journals such as TOG, PAMI etc.""], ""type"": ""Preferred Qualifications""}]"
a0I1200000IA3PhEAL,"Software Engineer, PhD University Grad (Systems and Infrastructure)","New Grad - Engineering, Tech & Design","Menlo Park, CA|Seattle, WA",,2017-02-09 17:38:02.507992,https://www.facebook.com/careers/jobs/a0I1200000IA3PhEAL/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook's mission is to connect the world. We build systems that allow more than a billion people all over the world to connect and communicate using whatever devices they have available. Our systems need to be scalable, fast, reliable, and efficient in order to provide a great user experience. As we design and build these systems, Facebook engineers encounter grand challenges across all levels of systems—from data center, hardware, storage, mobile, to distributed systems, just to name a few. Moreover, fast evolving social apps and highly dynamic social workloads present us with many unique research opportunities. The entire Facebook platform is our lab for research, development, and innovation.


As a Software Engineer or Research Scientist at Facebook, you will help build the next generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help connect people around the globe.


The ideal candidate will have a keen interest in relevant engineering fields, such as (but not limited to) distributed software systems, storage systems, data warehousing and analytics, database systems, operating systems, networking systems, programming languages, compilers & runtime systems, security & privacy and mobile systems.","[{""elements"": [""Build highly-scalable software systems using primarily C++ and Java."", ""Design flexible APIs for Facebook product teams developing applications for web and mobile."", ""Build detailed monitoring to track the health of these systems and quickly triage issues."", ""Analyze the shortcomings of existing systems."", ""Design and build next generation systems to constantly be at the cutting edge.""], ""type"": ""Responsibilities""}, {""elements"": [""PhD in Computer Science, related STEM or quantitative field or relevant experience"", ""Graduating with a PhD by December 2016, or completing a university postdoctoral assignment"", ""Research and/or work experience in Algorithms, Architecture, Programming Languages, Compilers, Database, Data Mining, Distributed Systems, Networking, or Systems"", ""Expertise in C++, Java, Perl, PHP or Python"", ""Knowledge of relational databases and SQL"", ""Strong foundation in Computer Science, with proficiency in systems, data structures and software design"", ""High levels of creativity and quick problem solving capabilities"", ""Excellent interpersonal skills, cross-group and cross-culture collaboration"", ""PREFERRED: Demonstrated software engineer experience via an internship, work experience, coding competitions, or PhD papers"", ""Ability to obtain work authorization in the United States in 2016""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JhT81EAF,"Applied Research Scientist, Speech Recognition Language Modeling",Software Engineering,"Menlo Park, CA",,2017-02-09 17:38:07.149528,https://www.facebook.com/careers/jobs/a0I1200000JhT81EAF/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking a Speech Recognition Research Scientist to join our research 
team in Menlo Park. The ideal candidate will have research experience developing 
speech recognition systems in different languages. Individuals in this role should be 
experts in language modeling and have experience working on vast quantities of data, 
advanced recognition systems and perform rigorous performance evaluations. The 
candidate will help Facebook conduct research that support naturally spoken input in 
more than 70 languages.","[{""elements"": [""Create language models from large corpora of text data in different languages using Hadoop/Hive"", ""Work closely with other speech recognition experts and researchers on implementing algorithms that power user and developer-facing products"", ""Be responsible for measuring and optimizing the quality of your algorithms""], ""type"": ""Responsibilities""}, {""elements"": [""Strong desire to build beautiful, expressive products that delight users in any \nlanguage"", ""M.S. or Ph.D. in Computer Science, Electrical Engineering, Speech/Language \nProcessing or Machine Learning"", ""Experience with scripting languages such as Perl, Python, PHP, and shell scripts"", ""Experience in C/C++"", ""Experience with Hadoop/Hbase/Pig or Mapreduce/Sawzall/Bigtable a plus"", ""Fluency in at least 2 natural languages is a plus""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JXajLEAT,"Applied Research Scientist, Speech Recognition Acoustic Modeling",Software Engineering,"Menlo Park, CA",,2017-02-09 17:38:10.524429,https://www.facebook.com/careers/jobs/a0I1200000JXajLEAT/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking Speech Recognition Research Scientist to join our Speech Team in Menlo Park. We are looking for experienced applied researchers in machine learning and AI with strong software engineering skills. The Speech Team is part of the Applied Machine Learning's organization. The team carries out applied research in the Audio and Speech areas. The team has launched video captioning for Facebook's video products including Ads and Instagram and continues to evolve and optimize its ML / AI algorithms for speech recognition and video understanding offerings for rest of Facebook.

The ideal candidate will have research experience developing speech recognition systems in different languages. Individuals in this role should be experts in acoustic modeling, including discriminative training, neural networks, and machine learning, and have experience working on large quantities of data. The candidate will help Facebook conduct research that support naturally spoken input in more than 70 languages.","[{""elements"": [""Optimizing acoustic model training procedures especially discriminative training for using large amounts of audio data in different languages"", ""Work closely with other speech recognition experts and researchers on implementing algorithms that power user and developer-facing products"", ""Be responsible for measuring and optimizing the quality of your algorithms"", ""Build integrated speech recognition systems and perform evaluations""], ""type"": ""Responsibilities""}, {""elements"": [""M.S. or Ph.D. in Computer Science, Speech Recognition or Machine Learning"", ""Experience with scripting languages such as Perl, Python, PHP, and shell scripts"", ""Experience in C/C++""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Experience with Hadoop/Hbase/Pig or Mapreduce/Sawzall/Bigtable"", ""Fluency in at least 2 natural languages""], ""type"": ""Preferred Qualifications""}]"
a0I1200000IALoWEAX,"Research Scientist, Area Operations, Economics and Computation",Data & Analytics,"Menlo Park, CA",,2017-02-09 17:38:14.324192,https://www.facebook.com/careers/jobs/a0I1200000IALoWEAX/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking a Research Scientist to join the Operations, Economics and Computation Group within the Core Data Science team.

Individuals in this role are expected to be comfortable working as a software engineer and a quantitative researcher, and have a passion for solving real-world problems.","[{""elements"": [""Work closely with engineering teams to identify and answer important product and business questions"", ""Answer product and business questions by using appropriate optimization, game theoretical, and statistical techniques on available data"", ""Communicate findings to product managers and engineers"", ""Drive the collection of new data and the refinement of existing data sources"", ""Analyze and interpret the results of product experiments""], ""type"": ""Responsibilities""}, {""elements"": [""PhD in computer science, operations research, operations management, economics or related fields or 4+ years experience in a related role"", ""Extensive experience solving analytical problems using quantitative approaches"", ""Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from various sources"", ""A strong passion for empirical research and for answering hard questions with data"", ""Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner"", ""Fluency with programming and scripting languages such as C++, Python or PHP"", ""Fluency with mathematical programming tools and optimization software such as GUROBI, CPLEX or XPRESS"", ""Familiarity with relational databases and SQL"", ""Expert knowledge of an analysis tool such as R, Matlab, or SAS"", ""Experience working with data sets, experience working with distributed computing tools a plus (Map/Reduce, Hadoop, Hive, etc.)"", ""Ability to obtain work authorization in the United States in 2016""], ""type"": ""Minimum Qualifications""}]"
a0I1200000I9nSlEAJ,"Research Scientist, Experimental Design and Causal Inference",Data & Analytics,"Menlo Park, CA",,2017-02-09 17:38:18.194778,https://www.facebook.com/careers/jobs/a0I1200000I9nSlEAJ/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook is seeking a Scientist to join the Experimental Design and Causal Inference group as part of the Core Data Science team.  The Experiment Design & Causal Inference group's mission is to improve the way we run experiments and make decisions both within and outside of Facebook. Candidates apply expertise to solve novel problems, ranging from adaptive contextual experiments, to using machine learning to identify heterogeneous treatment effects, to high-dimensional causal inference with observational data, and to generalizability.","[{""elements"": [""Scientists will be expected to design and implement novel experiments or quasi-experiments, and develop new methods for causal inference.""], ""type"": ""Responsibilities""}, {""elements"": [""PhD in statistics, political science, economics, biostatistics, or related field, and a strong passion for applied problems in causal inference. Candidates should be familiar with the potential outcomes framework."", ""At least 2 years of hands-on research experience with an empirical problems in the social or biomedical sciences, or in the Internet industry."", ""Scientists should be proficient in R."", ""Programming: Proficient in Hack, PHP, JavaScript, or Python. Knowledge of SQL, Hive, or Impala."", ""At least one of the following:Experience with field experiments, experimental design, missing data, survey sampling, and/or panel data.Experience with observational causal inference (e.g., regression adjustment, matching, propensity score stratification), or quasi-experimental methods (e.g., instrumental variables, regression discontinuity, interrupted time series). Knowledge of causal graphical models is a plus.Experience with bandit optimization, adaptive experimentation, and/or Gaussian processes."", ""Experience with field experiments, experimental design, missing data, survey sampling, and/or panel data."", ""Experience with observational causal inference (e.g., regression adjustment, matching, propensity score stratification), or quasi-experimental methods (e.g., instrumental variables, regression discontinuity, interrupted time series). Knowledge of causal graphical models is a plus."", ""Experience with bandit optimization, adaptive experimentation, and/or Gaussian processes.""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JXo8nEAD,"Research Scientist, PhD University Grad (Machine Learning)","New Grad - Engineering, Tech & Design","Seattle, WA",,2017-02-09 17:38:22.643752,https://www.facebook.com/careers/jobs/a0I1200000JXo8nEAD/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Facebook's mission is to connect the world. At Facebook, we use machine learning across a diverse set of applications to help people discover better content more quickly, and to connect with the things that matter most to them. We strive to find ways to deliver more engaging content in News Feed, rank search results more accurately, and present the most relevant ads possible. 


In order to meet the demands of our scale, we approach machine learning challenges from a system engineering standpoint, pushing the boundaries of scalable computing and tying together numerous complex platforms to build models that leverage trillions of actions. Our research and production implementations leverage many of the innovations being generated from Facebook's research in Distributed Computing, Artificial Intelligence and Databases, and run on the same hardware and network specifications that are being open sourced through the Open Compute project.


As a Software Engineer or Research Scientist at Facebook, you will help build the next generation of machine learning systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help connect people around the globe.","[{""elements"": [""Develop highly scalable classifiers and tools leveraging machine learning,  regression, and rules-based models"", ""Suggest, collect and synthesize requirements and create effective feature roadmap"", ""Code deliverables in tandem with the engineering team"", ""Adapt standard machine learning methods to best exploit modern parallel environments (e.g. distributed clusters, multicore SMP, and GPU)"", ""Perform specific responsibilities which vary by team""], ""type"": ""Responsibilities""}, {""elements"": [""PhD in Computer Science, related STEM or quantitative field"", ""Graduating with a PhD by December 2017, or completing a university postdoctoral assignment"", ""Research and/or work experience in machine learning, NLP, recommendation systems, pattern recognition, signal processing, data mining, artificial intelligence, information retrieval or computer vision."", ""Experience in systems software or algorithms"", ""Experience in Java or C++, Perl, PHP or Python"", ""Interpersonal skills, cross-group and cross-culture collaboration"", ""Problem solving capabilities"", ""Proven track record of achieving significant results"", ""Ability to obtain work authorization in the United States in 2017""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Experience with Hadoop/Hbase/Pig or Mapreduce/Sawzall/Bigtable"", ""Demonstrated software engineer experience via an internship, work experience, coding competitions, or PhD papers""], ""type"": ""Preferred Qualifications""}]"
a0I1200000JXdHfEAL,"Technical Program Manager, Ads Machine Learning",Technical Program Management,"Menlo Park, CA",,2017-02-09 17:38:26.584851,https://www.facebook.com/careers/jobs/a0I1200000JXdHfEAL/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Technical Program Managers in Ads lead cross-team engineering efforts for Facebook that help build meaningful connections between people and businesses. Machine learning on data at a massive scale powers many of our core systems for delivering ads. We are seeking talented individuals with a solid background in ads, ML, and distributed systems who can be highly effective communicators and heavily influential in the organization. Ads TPM is a key leadership role for driving impact at Facebook. 

In this position, you will influence frontier ads problems, build world-class ad products, and work with some of the world’s most talented Engineers, Data Scientists, and Product Managers.  You will apply ML to Facebook's massive data about people to capture people’s purchase intent and improve understanding in people’s cross-device behaviors.  You will apply data science to address the most challenging statistical problems in measurement.  You will be heavily involved in ensuring the success of our identity-related projects. 

Ads Technical Program Managers are a group of passionate individuals who go deep on learning their teams’ systems and then leverage this technical knowledge to influence and drive cross-team projects and roadmaps. The Ads TPM works horizontally to create long term value for Facebook by promoting the right technologies for productivity, stability, and growth. New hires in this role go through engineering bootcamp and are expected to build an overarching understanding of the whole system architecture (e.g. in the case of Ads Backend, of the delivery system, payments, front end, and advertiser facing tools.) Ads TPMs are embedded into the engineering or PM organization. As peers to Engineering Managers and Product Managers, Ads TPMs heavily contribute to planning, negotiating cross-team dependencies, representing the voice of the customer, and are expected to shine as a valuable addition to the Ads organization.","[{""elements"": [""Articulate the technology, requirements, goals and milestones of your team"", ""Define and own metrics and key performance indicators"", ""Build subject matter expertise in your area and stay up to date on technological developments"", ""Determine who your customers are and communicate technical requirements to teams you depend on"", ""Reduce surprises during execution and own progress reporting"", ""Work with PM and Engineering to define your team's strategy"", ""Make your technical stack transparent with great data sets, reporting and documentation""], ""type"": ""Responsibilities""}, {""elements"": [""B.S. in a technical discipline or equivalent experience"", ""At least 4 years of software engineering, systems engineering or similar experience, in addition to project/program management experience"", ""At least 2 years of experience working on services applying machine learning or related approaches"", ""At least 1 year of experience in online advertising""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JIV19EAH,"Technical Program Manager, Ads Machine Learning",Technical Program Management,"Seattle, WA",,2017-02-09 17:38:30.688307,https://www.facebook.com/careers/jobs/a0I1200000JIV19EAH/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","Technical Program Managers in Ads lead cross-team engineering efforts for Facebook that help build meaningful connections between people and businesses. Machine learning on data at a massive scale powers many of our core systems for delivering ads. We are seeking talented individuals with a solid background in ads, ML, and distributed systems who can be highly effective communicators and heavily influential in the organization. Ads TPM is a key leadership role for driving impact at Facebook. 

In this position, you will influence frontier ads problems, build world-class ad products, and work with some of the world’s most talented Engineers, Data Scientists, and Product Managers.  You will apply ML to Facebook's massive data about people to capture people’s purchase intent and improve understanding in people’s cross-device behaviors.  You will apply data science to address the most challenging statistical problems in measurement.  You will be heavily involved in ensuring the success of our identity-related projects. 

Ads Technical Program Managers are a group of passionate individuals who go deep on learning their teams’ systems and then leverage this technical knowledge to influence and drive cross-team projects and roadmaps. The Ads TPM works horizontally to create long term value for Facebook by promoting the right technologies for productivity, stability, and growth. New hires in this role go through engineering bootcamp and are expected to build an overarching understanding of the whole system architecture (e.g. in the case of Ads Backend, of the delivery system, payments, front end, and advertiser facing tools.) Ads TPMs are embedded into the engineering or PM organization. As peers to Engineering Managers and Product Managers, Ads TPMs heavily contribute to planning, negotiating cross-team dependencies, representing the voice of the customer, and are expected to shine as a valuable addition to the Ads organization.","[{""elements"": [""Articulate the technology, requirements, goals and milestones of your team"", ""Define and own metrics and key performance indicators"", ""Build subject matter expertise in your area and stay up to date on technological developments"", ""Determine who your customers are and communicate technical requirements to teams you depend on"", ""Reduce surprises during execution and own progress reporting"", ""Work with PM and Engineering to define your team's strategy"", ""Make your technical stack transparent with great data sets, reporting and documentation""], ""type"": ""Responsibilities""}, {""elements"": [""B.S. in a technical discipline or equivalent experience"", ""At least 4 years of software engineering, systems engineering or similar experience, in addition to project/program management experience"", ""At least 2 years of experience working on services applying machine learning or related approaches"", ""At least 1 year of experience in online advertising""], ""type"": ""Minimum Qualifications""}]"
a0I1200000JXc55EAD,"Technical Program Manager, News Feed Science",Technical Program Management,"Menlo Park, CA",,2017-02-09 17:38:33.697364,https://www.facebook.com/careers/jobs/a0I1200000JXc55EAD/?q=data+scientist,"Facebook's mission is to give people the power to share, and make the world more open and connected. Through our growing family of apps and services, we're building a different kind of company that helps billions of people around the world connect and share what matters most to them. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to make the world more open and accessible. Connecting the world takes every one of us—and we're just getting started.","We are looking for a Technical Program Manager to join our Feed Science team in News Feed. The team is tasked with improving the way we run experiments and make shipping decisions that impact all of News Feed ranking. The TPM will work with the engineering team to understand challenges in experimentation, identify and develop tools to validate and evaluate experiment results, and advocate the use of these tools with the News Feed team and other teams throughout Facebook. The TPM will also organize and drive data science projects to develop understanding and insights on the News Feed ecosystem, and answer questions such as how to value comments and other user engagements in the ecosystem, and how network effects amplify their values. You will have the opportunity to work with one of the largest and richest data sets in the world, and a team of world-class data scientists passionate about social media. This position is located in our Menlo Park office.","[{""elements"": [""Understand challenges in experimentation in News Feed and develop the requirements for experimentation systems and tools to address those challenges"", ""Advocate the use of these systems and tools with the News Feed team and other teams in Facebook"", ""Organize and drive data science projects to develop understanding and insights on the News Feed ecosystem"", ""Articulate the technology, goals and roadmap of the team"", ""Provide hands on program management for experimentation system and tool development projects, as well as data science projects"", ""Provide day-to-day coordination, drive execution and own progress reporting for projects, develop and manage end-to-end project plans and ensure on-time delivery"", ""Build subject matter expertise in the area and stay up to date on technological developments""], ""type"": ""Responsibilities""}, {""elements"": [""MS or PhD in computer science, statistics, mathematics, economics or a quantitative field"", ""Experience working on projects solving analytical problems using quantitative approaches""], ""type"": ""Minimum Qualifications""}, {""elements"": [""Background in statistics and experiments, and experience building or using at least one experimentation system."", ""Experience working on projects solving analytical problems using quantitative approaches."", ""Ability to communicate quantitative analysis."", ""Communication skills and experience working with technical management teams."", ""Organizational and coordination skills along with multi-tasking capabilities."", ""Ability to motivate and focus a collaboration to reach challenging goals."", ""Interpersonal skills, including relationship building and collaboration within a cross-functional team.""], ""type"": ""Preferred Qualifications""}]"
